order_id,customer_id,product_id,category,brand,price,quantity,order_date,city
ORD10023,CUST1136,PRD235,Electronics,Boult,1773.00,1,2024-01-03,Bengaluru
ORD10023,CUST1136,PRD197,Sports,Cosco,3499.00,1,2024-01-03,Bengaluru
ORD10023,CUST1136,PRD513,Sports,Decathlon,3680.00,1,2024-01-03,Bengaluru
ORD10024,CUST1078,PRD509,Electronics,Noise,1956.00,1,2024-01-03,Hyderabad
ORD10025,CUST425,PRD447,Fashion,Sparx,974.00,2,2024-01-03,Bengaluru
ORD10026,CUST1145,PRD015,Beauty,Plum,264.00,2,2024-01-03,Bengaluru
ORD10026,CUST1145,PRD173,Sports,Cosco,555.00,1,2024-01-03,Bengaluru
ORD10026,CUST1145,PRD434,Home & Kitchen,Cello,2260.00,1,2024-01-03,Bengaluru
ORD10027,CUST1317,PRD381,Fashion,Peter England,406.00,3,2024-01-03,Delhi
ORD10027,CUST1317,PRD521,Beauty,Plum,303.00,1,2024-01-03,Delhi
ORD10027,CUST1317,PRD279,Fashion,Peter England,462.00,5,2024-01-03,Delhi
ORD10028,CUST322,PRD559,Sports,Nivia,899.00,2,2024-01-03,Delhi
ORD10028,CUST322,PRD518,Electronics,Mi,4469.00,1,2024-01-03,Delhi
ORD10029,CUST1128,PRD133,Sports,Nike,1173.00,3,2024-01-03,Mumbai
ORD10029,CUST1128,PRD234,Fashion,Bata,484.00,5,2024-01-03,Mumbai
ORD10029,CUST1128,PRD163,Electronics,Realme,1801.00,3,2024-01-03,Mumbai
ORD10030,CUST268,PRD415,Fashion,Woodland,2499.00,1,2024-01-03,Chennai
ORD10030,CUST268,PRD067,Fashion,Woodland,1999.00,1,2024-01-03,Chennai
ORD10030,CUST268,PRD340,Fashion,,1499.00,2,2024-01-03,Chennai
ORD10030,CUST268,PRD521,Beauty,Plum,303.00,3,2024-01-03,Chennai
ORD10031,CUST1409,PRD297,Home & Kitchen,Pigeon,1081.00,1,2024-01-03,Mumbai
ORD10032,CUST117,PRD163,Electronics,Realme,1801.00,1,2024-01-03,Delhi
ORD10032,CUST117,PRD436,Sports,Nivia,2199.00,1,2024-01-03,Delhi
ORD10033,CUST1074,PRD247,Sports,Campus,1130.00,1,2024-01-03,Kolkata
ORD10033,CUST1074,PRD340,Fashion,Peter England,1499.00,1,2024-01-03,Kolkata
ORD10033,CUST1074,PRD140,Home & Kitchen,Prestige,2499.00,1,2024-01-03,Kolkata
ORD10034,CUST1291,PRD358,Electronics,Apple,205.00,1,2024-01-03,Chennai
ORD10035,CUST1010,PRD060,Books,HarperCollins,785.00,2,2024-01-03,Pune
ORD10035,CUST1010,PRD138,Beauty,Himalaya,390.00,8,2024-01-03,Pune
ORD10036,CUST837,PRD574,Electronics,Mi,318.00,1,2024-01-03,Mumbai
ORD10037,CUST1226,PRD508,Electronics,Sony,1978.00,2,2024-01-03,Bengaluru
ORD10038,CUST132,PRD228,Electronics,Realme,1737.00,1,2024-01-03,Chennai
ORD10039,CUST222,PRD129,Home & Kitchen,Pigeon,728.00,2,2024-01-03,Hyderabad
ORD10040,CUST788,PRD238,Home & Kitchen,Borosil,948.00,1,2024-01-03,Delhi
ORD10040,CUST788,PRD188,Fashion,Bata,799.00,2,2024-01-03,Delhi
ORD10041,CUST1062,PRD295,Books,Rupa,420.00,1,2024-01-03,Chennai
ORD10041,CUST1062,PRD444,Electronics,Samsung,346.00,2,2024-01-03,Chennai
ORD10041,CUST1062,PRD154,Beauty,Lakme,404.00,2,2024-01-03,Chennai
ORD10041,CUST1062,PRD204,Electronics,Boat,1299.00,1,2024-01-03,Chennai
ORD10042,CUST932,PRD428,Electronics,OnePlus,921.00,1,2024-01-03,Pune
ORD10043,CUST988,PRD163,Electronics,Realme,1801.00,1,2024-01-03,Bengaluru
ORD10043,CUST988,PRD468,Electronics,Mi,1890.00,3,2024-01-03,Bengaluru
ORD10044,CUST386,PRD500,Electronics,Samsung,18999.00,2,2024-01-04,Kolkata
ORD10044,CUST386,PRD416,Electronics,Boat,1236.00,1,2024-01-04,Kolkata
ORD10045,CUST1025,PRD174,Fashion,Bata,1462.00,1,2024-01-04,Kolkata
ORD10046,CUST119,PRD525,Books,Bloomsbury,699.00,2,2024-01-04,Mumbai
ORD10047,CUST258,PRD445,Electronics,Samsung,236.00,1,2024-01-04,Mumbai
ORD10048,CUST059,PRD163,Electronics,Realme,1801.00,1,2024-01-04,Bengaluru
ORD10048,CUST059,PRD373,Fashion,Peter England,527.00,1,2024-01-04,Bengaluru
ORD10048,CUST059,PRD252,Electronics,OnePlus,270.00,1,2024-01-04,Bengaluru
ORD10049,CUST751,PRD521,Beauty,Plum,303.00,2,2024-01-04,Delhi
ORD10050,CUST972,PRD444,Electronics,Samsung,346.00,5,2024-01-04,Mumbai
ORD10050,CUST972,PRD107,Electronics,JBL,844.00,1,2024-01-04,Mumbai
ORD10051,CUST170,PRD272,Electronics,JBL,188.00,3,2024-01-04,Mumbai
ORD10051,CUST170,PRD583,Fashion,Biba,735.00,1,2024-01-04,Mumbai
ORD10052,CUST387,PRD361,Fashion,Allen Solly,1073.00,1,2024-01-04,Delhi
ORD10053,CUST160,PRD367,Electronics,Realme,505.00,1,2024-01-04,Pune
ORD10054,CUST272,PRD168,Home & Kitchen,Prestige,1522.00,3,2024-01-04,Delhi
ORD10054,CUST272,PRD434,Home & Kitchen,Cello,2260.00,1,2024-01-04,Delhi
ORD10054,CUST272,PRD150,Beauty,Maybelline,726.00,1,2024-01-04,Delhi
ORD10055,CUST1044,PRD329,Electronics,OnePlus,1419.00,2,2024-01-04,Ahmedabad
ORD10056,CUST658,PRD526,Beauty,Plum,712.00,1,2024-01-04,Delhi
ORD10057,CUST1147,PRD245,Sports,Nike,3495.00,1,2024-01-04,Chennai
ORD10057,CUST1147,PRD494,Fashion,Sparx,605.00,1,2024-01-04,Chennai
ORD10057,CUST1147,PRD569,Fashion,Peter England,765.00,1,2024-01-04,Chennai
ORD10058,CUST795,PRD025,Beauty,Nivea,157.00,3,2024-01-04,Bengaluru
ORD10059,CUST113,PRD129,Home & Kitchen,Pigeon,728.00,1,2024-01-04,Bengaluru
ORD10060,CUST1145,PRD026,Home & Kitchen,Milton,781.00,2,2024-01-04,Bengaluru
ORD10061,CUST1462,PRD204,Electronics,Boat,1299.00,1,2024-01-04,Mumbai
ORD10061,CUST1462,PRD239,Fashion,Levis,644.00,1,2024-01-04,Mumbai
ORD10061,CUST1462,PRD295,Books,Rupa,420.00,4,2024-01-04,Mumbai
ORD10062,CUST275,PRD508,Electronics,Sony,1978.00,1,2024-01-04,Mumbai
ORD10063,CUST132,PRD140,Home & Kitchen,Prestige,2499.00,1,2024-01-04,Chennai
ORD10064,CUST571,PRD579,Beauty,Plum,661.00,1,2024-01-04,Delhi
ORD10065,CUST843,PRD295,Books,Rupa,420.00,2,2024-01-04,Mumbai
ORD10066,CUST1495,PRD540,Home & Kitchen,Cello,2999.00,1,2024-01-04,Mumbai
ORD10066,CUST1495,PRD307,Books,Rupa,1199.00,2,2024-01-04,Mumbai
ORD10066,CUST1495,PRD332,Fashion,Biba,597.00,1,2024-01-04,Mumbai
ORD10067,CUST712,PRD357,Home & Kitchen,Milton,918.00,1,2024-01-04,Kolkata
ORD10068,CUST002,PRD200,Beauty,Biotique,209.00,4,2024-01-04,Delhi
ORD10069,CUST689,PRD283,Beauty,Himalaya,318.00,1,2024-01-04,Delhi
ORD10070,CUST827,PRD242,Home & Kitchen,Cello,890.00,1,2024-01-04,Delhi
ORD10071,CUST1199,PRD140,Home & Kitchen,Prestige,2499.00,1,2024-01-04,Bengaluru
ORD10072,CUST129,PRD092,Beauty,Maybelline,184.00,2,2024-01-04,Hyderabad
ORD10073,CUST477,PRD307,Books,Rupa,1199.00,2,2024-01-04,Kolkata
ORD10073,CUST477,PRD275,Electronics,JBL,464.00,1,2024-01-04,Kolkata
ORD10074,CUST315,PRD278,Home & Kitchen,Cello,1899.00,1,2024-01-04,Chennai
ORD10074,CUST315,PRD032,Fashion,Levis,823.00,3,2024-01-04,Chennai
ORD10075,CUST1058,PRD231,Sports,Yonex,244.00,2,2024-01-04,Pune
ORD10076,CUST967,PRD558,Sports,Adidas,858.00,1,2024-01-04,Pune
ORD10077,CUST631,PRD452,Home & Kitchen,Wonderchef,462.00,5,2024-01-04,Hyderabad
ORD10078,CUST633,PRD410,Electronics,OnePlus,4071.00,1,2024-01-04,Hyderabad
ORD10078,CUST633,PRD337,Electronics,Boult,482.00,1,2024-01-04,Hyderabad
ORD10079,CUST884,PRD179,Electronics,Noise,1044.00,1,2024-01-04,Delhi
ORD10079,CUST884,PRD162,Beauty,Nivea,177.00,1,2024-01-04,Delhi
ORD10080,CUST1264,PRD461,Fashion,Peter England,1071.00,1,2024-01-04,Bengaluru
ORD10080,CUST1264,PRD006,Beauty,Lakme,160.00,2,2024-01-04,Bengaluru
ORD10080,CUST1264,PRD284,Electronics,OnePlus,1929.00,1,2024-01-04,Bengaluru
ORD10081,CUST671,PRD521,Beauty,Plum,303.00,2,2024-01-04,Kolkata
ORD10082,CUST1441,PRD244,Books,Westland,441.00,2,2024-01-04,Bengaluru
ORD10082,CUST1441,PRD163,Electronics,Realme,1801.00,1,2024-01-04,Bengaluru
ORD10083,CUST1360,PRD247,Sports,Campus,1130.00,1,2024-01-04,Bengaluru
ORD10084,CUST1259,PRD349,Books,Bloomsbury,864.00,1,2024-01-04,Mumbai
ORD10084,CUST1259,PRD522,Fashion,Woodland,302.00,2,2024-01-04,Mumbai
ORD10085,CUST1258,PRD577,Electronics,Mi,1502.00,3,2024-01-04,Delhi
ORD10086,CUST1332,PRD277,Electronics,Samsung,2013.00,1,2024-01-04,Chennai
ORD10087,CUST599,PRD548,Electronics,Boult,2691.00,1,2024-01-04,Bengaluru
ORD10088,CUST995,PRD356,Electronics,Samsung,211.00,3,2024-01-04,Hyderabad
ORD10088,CUST995,PRD422,Sports,Cosco,864.00,1,2024-01-04,Hyderabad
ORD10088,CUST995,PRD221,Fashion,Levis,2199.00,1,2024-01-04,Hyderabad
ORD10089,CUST098,PRD563,Electronics,Samsung,443.00,1,2024-01-04,Hyderabad
ORD10090,CUST1235,PRD045,Fashion,Sparx,959.00,1,2024-01-04,Kolkata
ORD10090,CUST1235,PRD274,Beauty,Himalaya,188.00,3,2024-01-04,Kolkata
ORD10090,CUST1235,PRD163,Electronics,Realme,1801.00,1,2024-01-04,Kolkata
ORD10090,CUST1235,PRD219,Beauty,Nivea,480.00,6,2024-01-04,Kolkata
ORD10091,CUST1370,PRD530,Home & Kitchen,Prestige,1101.00,2,2024-01-05,Mumbai
ORD10091,CUST1370,PRD146,Electronics,Mi,227.00,2,2024-01-05,Mumbai
ORD10092,CUST1144,PRD111,Beauty,Nivea,266.00,2,2024-01-05,Hyderabad
ORD10093,CUST013,PRD468,Electronics,Mi,1890.00,1,2024-01-05,Chennai
ORD10094,CUST317,PRD391,Fashion,Bata,1999.00,1,2024-01-05,Chennai
ORD10094,CUST317,PRD439,Electronics,Boat,394.00,1,2024-01-05,Chennai
ORD10095,CUST742,PRD222,Home & Kitchen,Cello,968.00,1,2024-01-05,Mumbai
ORD10095,CUST742,PRD354,Electronics,Apple,474.00,1,2024-01-05,Mumbai
ORD10095,CUST742,PRD252,Electronics,OnePlus,270.00,8,2024-01-05,Mumbai
ORD10096,CUST1123,PRD176,Home & Kitchen,Borosil,459.00,4,2024-01-05,Kolkata
ORD10096,CUST1123,PRD521,Beauty,Plum,303.00,4,2024-01-05,Kolkata
ORD10097,CUST472,PRD508,Electronics,Sony,1978.00,1,2024-01-05,Delhi
ORD10098,CUST374,PRD132,Home & Kitchen,Milton,455.00,1,2024-01-05,Chennai
ORD10099,CUST1186,PRD234,Fashion,Bata,484.00,1,2024-01-05,Delhi
ORD10100,CUST882,PRD246,Sports,Decathlon,256.00,3,2024-01-05,Bengaluru
ORD10100,CUST882,PRD112,Beauty,Lakme,628.00,1,2024-01-05,Bengaluru
ORD10100,CUST882,PRD163,Electronics,Realme,1801.00,1,2024-01-05,Bengaluru
ORD10101,CUST485,PRD401,Electronics,Realme,1790.00,1,2024-01-05,Hyderabad
ORD10101,CUST485,PRD443,Fashion,Puma,437.00,1,2024-01-05,Hyderabad
ORD10102,CUST1280,PRD065,Electronics,Sony,211.00,2,2024-01-05,Hyderabad
ORD10103,CUST623,PRD556,Fashion,Woodland,1340.00,3,2024-01-05,Pune
ORD10103,CUST623,PRD154,Beauty,Lakme,404.00,1,2024-01-05,Pune
ORD10103,CUST623,PRD285,Electronics,Sony,613.00,1,2024-01-05,Pune
ORD10104,CUST283,PRD128,Books,Rupa,218.00,2,2024-01-05,Delhi
ORD10104,CUST283,PRD129,Home & Kitchen,Pigeon,728.00,1,2024-01-05,Delhi
ORD10105,CUST883,PRD232,Fashion,Biba,822.00,1,2024-01-05,Delhi
ORD10106,CUST1461,PRD341,Electronics,Noise,196.00,8,2024-01-05,Kolkata
ORD10107,CUST1125,PRD118,Home & Kitchen,Hawkins,2389.00,1,2024-01-05,Delhi
ORD10108,CUST1000,PRD307,Books,Rupa,1199.00,1,2024-01-05,Mumbai
ORD10108,CUST1000,PRD204,Electronics,Boat,1299.00,1,2024-01-05,Mumbai
ORD10109,CUST049,PRD204,Electronics,Boat,1299.00,1,2024-01-05,Chennai
ORD10110,CUST843,PRD224,Sports,Nivia,634.00,1,2024-01-05,Mumbai
ORD10111,CUST379,PRD337,Electronics,Boult,482.00,1,2024-01-05,Bengaluru
ORD10111,CUST379,PRD584,Sports,Nike,202.00,2,2024-01-05,Bengaluru
ORD10111,CUST379,PRD443,Fashion,Puma,437.00,1,2024-01-05,Bengaluru
ORD10112,CUST338,PRD095,Home & Kitchen,Pigeon,449.00,3,2024-01-05,Pune
ORD10112,CUST338,PRD518,Electronics,Mi,4469.00,1,2024-01-05,Pune
ORD10112,CUST338,PRD413,Fashion,Woodland,304.00,3,2024-01-05,Pune
ORD10112,CUST338,PRD295,Books,Rupa,420.00,1,2024-01-05,Pune
ORD10113,CUST1347,PRD225,Electronics,Samsung,469.00,2,2024-01-05,Bengaluru
ORD10114,CUST1181,PRD086,Sports,Decathlon,1825.00,2,2024-01-05,Chennai
ORD10114,CUST1181,PRD140,Home & Kitchen,Prestige,2499.00,1,2024-01-05,Chennai
ORD10115,CUST794,PRD076,Sports,Nivia,579.00,1,2024-01-05,Bengaluru
ORD10116,CUST130,PRD086,Sports,Decathlon,1825.00,1,2024-01-05,Delhi
ORD10117,CUST199,PRD461,Fashion,Peter England,1071.00,3,2024-01-05,Mumbai
ORD10118,CUST491,PRD017,Electronics,Boat,1299.00,2,2024-01-06,Kolkata
ORD10118,CUST491,PRD312,Sports,Nike,3499.00,1,2024-01-06,Kolkata
ORD10119,CUST866,PRD184,Fashion,Sparx,745.00,3,2024-01-06,Pune
ORD10120,CUST766,PRD410,Electronics,OnePlus,4071.00,1,2024-01-06,Mumbai
ORD10121,CUST049,PRD595,Fashion,Sparx,934.00,2,2024-01-06,Chennai
ORD10121,CUST049,PRD600,Fashion,Allen Solly,763.00,1,2024-01-06,Chennai
ORD10122,CUST702,PRD576,Beauty,Plum,177.00,1,2024-01-06,Pune
ORD10123,CUST1480,PRD521,Beauty,,303.00,1,2024-01-06,Hyderabad
ORD10124,CUST1191,PRD414,Beauty,Mamaearth,733.00,1,2024-01-06,Delhi
ORD10125,CUST065,PRD157,Electronics,OnePlus,2785.00,1,2024-01-06,Bengaluru
ORD10125,CUST065,PRD195,Books,Bloomsbury,599.00,3,2024-01-06,Bengaluru
ORD10126,CUST1409,PRD407,Sports,Puma,235.00,1,2024-01-06,Mumbai
ORD10127,CUST198,PRD535,Fashion,Bata,670.00,3,2024-01-06,Ahmedabad
ORD10128,CUST1154,PRD332,Fashion,Biba,597.00,2,2024-01-06,Bengaluru
ORD10129,CUST1163,PRD016,Electronics,Sony,1624.00,1,2024-01-06,Delhi
ORD10129,CUST1163,PRD391,Fashion,Bata,1999.00,2,2024-01-06,Delhi
ORD10129,CUST1163,PRD264,Home & Kitchen,Prestige,518.00,1,2024-01-06,Delhi
ORD10130,CUST1499,PRD367,Electronics,Realme,505.00,1,2024-01-06,Ahmedabad
ORD10131,CUST1001,PRD003,Electronics,JBL,3498.00,1,2024-01-06,Chennai
ORD10132,CUST1000,PRD061,Home & Kitchen,Prestige,1999.00,1,2024-01-06,Mumbai
ORD10133,CUST975,PRD522,Fashion,Woodland,302.00,1,2024-01-06,Hyderabad
ORD10134,CUST507,PRD268,Fashion,Levis,360.00,4,2024-01-06,Pune
ORD10135,CUST907,PRD519,Sports,Adidas,826.00,1,2024-01-06,Mumbai
ORD10135,CUST907,PRD135,Books,Westland,243.00,4,2024-01-06,Mumbai
ORD10136,CUST865,PRD220,Books,Westland,415.00,3,2024-01-06,Ahmedabad
ORD10137,CUST1193,PRD200,Beauty,Biotique,209.00,3,2024-01-06,Mumbai
ORD10137,CUST1193,PRD596,Electronics,Sony,440.00,3,2024-01-06,Mumbai
ORD10138,CUST055,PRD167,Beauty,Biotique,522.00,1,2024-01-06,Hyderabad
ORD10139,CUST468,PRD140,Home & Kitchen,Prestige,2499.00,1,2024-01-06,Delhi
ORD10140,CUST204,PRD495,Fashion,Woodland,1999.00,2,2024-01-06,Delhi
ORD10141,CUST810,PRD460,Beauty,Lakme,252.00,1,2024-01-06,Mumbai
ORD10142,CUST581,PRD225,Electronics,Samsung,469.00,1,2024-01-06,Chennai
ORD10142,CUST581,PRD336,Electronics,Mi,185.00,2,2024-01-06,Chennai
ORD10142,CUST581,PRD166,Electronics,Boult,1527.00,1,2024-01-06,Chennai
ORD10142,CUST581,PRD222,Home & Kitchen,Cello,968.00,1,2024-01-06,Chennai
ORD10143,CUST757,PRD247,Sports,Campus,1130.00,3,2024-01-06,Mumbai
ORD10144,CUST220,PRD461,Fashion,Peter England,1071.00,1,2024-01-06,Pune
ORD10145,CUST843,PRD443,Fashion,Puma,437.00,5,2024-01-06,Mumbai
ORD10146,CUST428,PRD343,Home & Kitchen,Hawkins,805.00,2,2024-01-06,Bengaluru
ORD10146,CUST428,PRD214,Fashion,Bata,650.00,1,2024-01-06,Bengaluru
ORD10147,CUST967,PRD082,Home & Kitchen,Butterfly,614.00,2,2024-01-06,Pune
ORD10147,CUST967,PRD323,Fashion,Woodland,312.00,1,2024-01-06,Pune
ORD10148,CUST1143,PRD240,Home & Kitchen,Pigeon,1232.00,1,2024-01-06,Bengaluru
ORD10149,CUST1414,PRD577,Electronics,Mi,1502.00,1,2024-01-06,Bengaluru
ORD10150,CUST1016,PRD295,Books,Rupa,420.00,5,2024-01-06,Chennai
ORD10150,CUST1016,PRD556,Fashion,Woodland,1340.00,1,2024-01-06,Chennai
ORD10151,CUST606,PRD226,Electronics,Sony,413.00,2,2024-01-06,Kolkata
ORD10152,CUST1472,PRD439,Electronics,Boat,394.00,2,2024-01-06,Bengaluru
ORD10153,CUST030,PRD113,Fashion,Levis,2999.00,1,2024-01-06,Mumbai
ORD10154,CUST603,PRD041,Sports,Yonex,1121.00,1,2024-01-06,Mumbai
ORD10155,CUST815,PRD126,Sports,Decathlon,1107.00,1,2024-01-06,Mumbai
ORD10155,CUST815,PRD198,Electronics,Samsung,341.00,3,2024-01-06,Mumbai
ORD10156,CUST1152,PRD445,Electronics,Samsung,236.00,2,2024-01-06,Pune
ORD10156,CUST1152,PRD256,Fashion,Biba,546.00,1,2024-01-06,Pune
ORD10157,CUST213,PRD204,Electronics,Boat,1299.00,1,2024-01-06,Bengaluru
ORD10158,CUST1416,PRD261,Fashion,Sparx,324.00,4,2024-01-06,Hyderabad
ORD10159,CUST1094,PRD170,Home & Kitchen,Hawkins,493.00,2,2024-01-06,Ahmedabad
ORD10160,CUST1011,PRD596,Electronics,Sony,440.00,5,2024-01-06,Mumbai
ORD10161,CUST925,PRD225,Electronics,Samsung,469.00,1,2024-01-06,Delhi
ORD10162,CUST730,PRD127,Beauty,Biotique,208.00,4,2024-01-06,Pune
ORD10163,CUST092,PRD095,Home & Kitchen,Pigeon,449.00,4,2024-01-06,Mumbai
ORD10164,CUST741,PRD461,Fashion,Peter England,1071.00,1,2024-01-06,Hyderabad
ORD10165,CUST1452,PRD163,Electronics,Realme,1801.00,1,2024-01-06,Ahmedabad
ORD10165,CUST1452,PRD171,Beauty,Lakme,599.00,1,2024-01-06,Ahmedabad
ORD10165,CUST1452,PRD053,Sports,Cosco,2360.00,1,2024-01-06,Ahmedabad
ORD10166,CUST1489,PRD410,Electronics,OnePlus,4071.00,1,2024-01-07,Pune
ORD10166,CUST1489,PRD549,Fashion,Biba,767.00,1,2024-01-07,Pune
ORD10166,CUST1489,PRD401,Electronics,Realme,1790.00,1,2024-01-07,Pune
ORD10167,CUST014,PRD228,Electronics,Realme,1737.00,1,2024-01-07,Pune
ORD10167,CUST014,PRD283,Beauty,Himalaya,318.00,2,2024-01-07,Pune
ORD10168,CUST609,PRD584,Sports,,202.00,1,2024-01-07,Mumbai
ORD10169,CUST353,PRD197,Sports,Cosco,3499.00,1,2024-01-07,Mumbai
ORD10169,CUST353,PRD035,Home & Kitchen,Hawkins,438.00,1,2024-01-07,Mumbai
ORD10169,CUST353,PRD286,Electronics,Noise,437.00,2,2024-01-07,Mumbai
ORD10170,CUST810,PRD020,Beauty,Maybelline,169.00,3,2024-01-07,Mumbai
ORD10171,CUST533,PRD222,Home & Kitchen,Cello,968.00,2,2024-01-07,Delhi
ORD10172,CUST157,PRD369,Sports,Decathlon,237.00,1,2024-01-07,Delhi
ORD10173,CUST1226,PRD307,Books,Rupa,1199.00,2,2024-01-07,Bengaluru
ORD10173,CUST1226,PRD160,Home & Kitchen,Borosil,899.00,1,2024-01-07,Bengaluru
ORD10174,CUST1398,PRD250,Home & Kitchen,Pigeon,1541.00,2,2024-01-07,Bengaluru
ORD10174,CUST1398,PRD225,Electronics,Samsung,469.00,2,2024-01-07,Bengaluru
ORD10174,CUST1398,PRD323,Fashion,Woodland,312.00,2,2024-01-07,Bengaluru
ORD10175,CUST372,PRD081,Home & Kitchen,Hawkins,616.00,1,2024-01-07,Delhi
ORD10175,CUST372,PRD197,Sports,Cosco,3499.00,1,2024-01-07,Delhi
ORD10176,CUST974,PRD015,Beauty,Plum,264.00,1,2024-01-07,Ahmedabad
ORD10177,CUST1481,PRD204,Electronics,Boat,1299.00,1,2024-01-07,Kolkata
ORD10177,CUST1481,PRD215,Sports,Campus,638.00,2,2024-01-07,Kolkata
ORD10177,CUST1481,PRD418,Home & Kitchen,Borosil,473.00,2,2024-01-07,Kolkata
ORD10178,CUST387,PRD129,Home & Kitchen,Pigeon,728.00,1,2024-01-07,Delhi
ORD10179,CUST1191,PRD162,Beauty,Nivea,177.00,3,2024-01-07,Delhi
ORD10179,CUST1191,PRD452,Home & Kitchen,Wonderchef,462.00,3,2024-01-07,Delhi
ORD10180,CUST631,PRD057,Electronics,Sony,1157.00,2,2024-01-07,Hyderabad
ORD10181,CUST654,PRD229,Electronics,Boat,976.00,1,2024-01-07,Chennai
ORD10182,CUST700,PRD327,Electronics,OnePlus,457.00,2,2024-01-07,Bengaluru
ORD10183,CUST108,PRD434,Home & Kitchen,Cello,2260.00,1,2024-01-07,Hyderabad
ORD10184,CUST967,PRD197,Sports,Cosco,3499.00,1,2024-01-07,Pune
ORD10184,CUST967,PRD442,Electronics,Apple,1029.00,2,2024-01-07,Pune
ORD10185,CUST587,PRD410,Electronics,OnePlus,4071.00,1,2024-01-07,Chennai
ORD10185,CUST587,PRD289,Electronics,Boult,826.00,1,2024-01-07,Chennai
ORD10185,CUST587,PRD150,Beauty,Maybelline,726.00,2,2024-01-07,Chennai
ORD10186,CUST1047,PRD588,Electronics,JBL,3249.00,2,2024-01-07,Mumbai
ORD10187,CUST1442,PRD111,Beauty,Nivea,266.00,3,2024-01-07,Bengaluru
ORD10188,CUST1200,PRD421,Electronics,Realme,507.00,1,2024-01-07,Chennai
ORD10189,CUST106,PRD130,Electronics,Sony,897.00,1,2024-01-07,Bengaluru
ORD10190,CUST615,PRD471,Home & Kitchen,Pigeon,1156.00,1,2024-01-07,Ahmedabad
ORD10191,CUST1283,PRD410,Electronics,OnePlus,4071.00,1,2024-01-07,Chennai
ORD10192,CUST1369,PRD337,Electronics,Boult,482.00,1,2024-01-07,Mumbai
ORD10193,CUST794,PRD025,Beauty,Nivea,157.00,3,2024-01-07,Bengaluru
ORD10194,CUST495,PRD381,Fashion,Peter England,406.00,5,2024-01-07,Delhi
ORD10194,CUST495,PRD168,Home & Kitchen,Prestige,1522.00,2,2024-01-07,Delhi
ORD10195,CUST885,PRD218,Sports,Cosco,263.00,1,2024-01-07,Chennai
ORD10195,CUST885,PRD320,Electronics,Mi,313.00,4,2024-01-07,Chennai
ORD10196,CUST1462,PRD163,Electronics,Realme,1801.00,3,2024-01-07,Mumbai
ORD10197,CUST1429,PRD307,Books,Rupa,1199.00,1,2024-01-07,Chennai
ORD10197,CUST1429,PRD295,Books,Rupa,420.00,2,2024-01-07,Chennai
ORD10197,CUST1429,PRD163,Electronics,Realme,1801.00,1,2024-01-07,Chennai
